id|address|bldgnbr|predir|streetname|streettype|suffdir|city|state_code|zip5|zip4|latitude|longitude|fullfipsid|objectid|gid|geom|cty_rural|blk_rural,,
18884|4525 E CAMPUS DR SIERRA VISTA AZ 85636|4525|E|CAMPUS|DR||SIERRA VISTA|AZ|85636||31.5626|-110.252|040030017021022|10-1-04-2-5550|7660|0101000020E6100000000000A023905BC00000006008903F40|0|0,,
15294|1169 N COLOMBO DR SIERRA VISTA AZ 85365|1169|N|COLOMBO|DR||SIERRA VISTA|AZ|85365|2437|31.5651|-110.245|040030017021023|10-1-04-2-2319|7661|0101000020E610000000000040B58F5BC000000020A7903F40|0|0,,
16117|5225 E BUENA SCHOOL BLVD SIERRA VISTA AZ 85635|5225|E|BUENA SCHOOL|BLVD||SIERRA VISTA|AZ|85635|2972|31.5693|-110.238|040030017021023|10-1-04-2-306|7662|0101000020E6100000000000A0348F5BC0000000C0C0913F40|0|0,,
20339|901 N COLOMBO AVE SIERRA VISTA AZ 85635|901|N|COLOMBO|AVE||SIERRA VISTA|AZ|85635||31.5635|-110.247|040030017021023|10-1-04-2-6860|7663|0101000020E6100000000000E0CA8F5BC0000000E03F903F40|0|0,,
20472|1140 N COLUMBO AVE SIERRA VISTA AZ 85635|1140|N|COLUMBO|AVE||SIERRA VISTA|AZ|85635||31.5639|-110.244|040030017021023|10-1-04-2-6980|7664|0101000020E610000000000000A08F5BC0000000405E903F40|0|0,,
20522|1140 N COLOMBO   SIERRA VISTA AZ 85635|1140|N|COLOMBO|||SIERRA VISTA|AZ|85635||31.5639|-110.244|040030017021023|10-1-04-2-7024|7665|0101000020E610000000000000A08F5BC0000000405E903F40|0|0,,
20703|5224 E CHARLESTON RD SIERRA VISTA AZ 85635|5224|E|CHARLESTON|RD||SIERRA VISTA|AZ|85635||31.5677|-110.233|040030017021054|10-1-04-2-7188|7666|0101000020E6100000000000C0E98E5BC00000000056913F40|0|0,,
16367|151 COLINAL DE SOLUD SIERRA VISTA AZ 85635|151||COLINAL DE SOLUD|||SIERRA VISTA|AZ|85635||31.5661|-110.235|040030017021055|10-1-04-2-3285|7667|0101000020E610000000000020118F5BC0000000A0EA903F40|0|0,,
19631|675 GIULIO CESARE AVE SIERRA VISTA AZ 85635|675||GIULIO CESARE|AVE||SIERRA VISTA|AZ|85635||31.5624|-110.241|040030017021055|10-1-04-2-6222|7668|0101000020E610000000000020668F5BC000000000F78F3F40|0|0,,
22366|385 JULIO CEACAR SIERRA VISTA AZ 85635|385||JULIO CEACAR|||SIERRA VISTA|AZ|85635||31.5661|-110.235|040030017021055|10-1-04-2-8685|7669|0101000020E610000000000020118F5BC0000000A0EA903F40|0|0,,
22374|401 GIULIO CESARE AVE SIERRA VISTA AZ 85635|401||GIULIO CESARE|AVE||SIERRA VISTA|AZ|85635||31.561|-110.241|040030017021055|10-1-04-2-8692|7670|0101000020E610000000000020668F5BC0000000C09D8F3F40|0|0,,
21463|7201 E HIGHWAY 90 SIERRA VISTA AZ 85635|7201|E|HIGHWAY 90|||SIERRA VISTA|AZ|85635||31.5522|-110.192|040030017021059|10-1-04-2-7872|7671|0101000020E6100000000000A04E8C5BC0000000605B8D3F40|0|0,,
22368|6799 E HIGHWAY 90 SIERRA VISTA AZ 85635|6799|E|HIGHWAY 90|||SIERRA VISTA|AZ|85635||31.5539|-110.203|040030017021059|10-1-04-2-8687|7672|0101000020E6100000000000A0F78C5BC000000080CF8D3F40|0|0,,
18205|4699 E 90 HWY SIERRA VISTA AZ 85635|4699|E|90|HWY||SIERRA VISTA|AZ|85635||31.5547|-110.25|040030017022016|10-1-04-2-494|7673|0101000020E6100000000000E0F98F5BC000000040018E3F40|0|0,,
15709|100 S COLONIA DE SALUD SIERRA VISTA AZ 85635|100|S|COLONIA DE SALUD|||SIERRA VISTA|AZ|85635||31.5535|-110.232|040030017031002|10-1-04-2-2693|7674|0101000020E6100000000000E0DC8E5BC0000000A0B18D3F40|0|0,,
18073|75 N COLONIA DE SALUD SIERRA VISTA AZ 85635|75|N|COLONIA DE SALUD|||SIERRA VISTA|AZ|85635||31.5537|-110.232|040030017031002|10-1-04-2-4820|7675|0101000020E6100000000000C0DA8E5BC000000000BD8D3F40|0|0,,
18075|151 COLONIA DE SALUD SIERRA VISTA AZ 85635|151||COLONIA DE SALUD|||SIERRA VISTA|AZ|85635||31.5514|-110.232|040030017031002|10-1-04-2-4822|7676|0101000020E6100000000000C0DA8E5BC000000040298D3F40|0|0,,
18775|75 COLONIA DE SALUD SIERRA VISTA AZ 85635|75||COLONIA DE SALUD|||SIERRA VISTA|AZ|85635||31.5537|-110.232|040030017031002|10-1-04-2-5452|7677|0101000020E6100000000000C0DA8E5BC000000000BD8D3F40|0|0,,
19979|100 COLONIA DE SALUD SIERRA VISTA AZ 85635|100||COLONIA DE SALUD|||SIERRA VISTA|AZ|85635||31.553|-110.232|040030017031002|10-1-04-2-6536|7678|0101000020E6100000000000C0DB8E5BC000000000908D3F40|0|0,,
19986|100 COLONIA DE SALUD SIERRA VISTA AZ 85635|100||COLONIA DE SALUD|||SIERRA VISTA|AZ|85635||31.553|-110.232|040030017031002|10-1-04-2-6542|7679|0101000020E6100000000000C0DB8E5BC000000000908D3F40|0|0,,
21430|100 COLONIA DE SALUD SIERRA VISTA AZ 85607|100||COLONIA DE SALUD|||SIERRA VISTA|AZ|85607||31.553|-110.232|040030017031002|10-1-04-2-7842|7680|0101000020E6100000000000C0DB8E5BC000000000908D3F40|0|0,,
21436|100 COLONIA DE SALUD SIERRA VISTA AZ 85635|100||COLONIA DE SALUD|||SIERRA VISTA|AZ|85635||31.553|-110.232|040030017031002|10-1-04-2-7848|7681|0101000020E6100000000000C0DB8E5BC000000000908D3F40|0|0,,
21447|100 COLONIA DE SALUD SIERRA VISTA AZ 85635|100||COLONIA DE SALUD|||SIERRA VISTA|AZ|85635||31.553|-110.232|040030017031002|10-1-04-2-7858|7682|0101000020E6100000000000C0DB8E5BC000000000908D3F40|0|0,,
21455|100 COLONIA DE SALUD SIERRA VISTA AZ 85635|100||COLONIA DE SALUD|||SIERRA VISTA|AZ|85635||31.553|-110.232|040030017031002|10-1-04-2-7865|7683|0101000020E6100000000000C0DB8E5BC000000000908D3F40|0|0,,
22372|100 COLONIA DE SALUD SIERRA VISTA AZ 85635|100||COLONIA DE SALUD|||SIERRA VISTA|AZ|85635||31.553|-110.232|040030017031002|10-1-04-2-8690|7684|0101000020E6100000000000C0DB8E5BC000000000908D3F40|0|0,,
16541|1590 PASEO SAN LUIS SIERRA VISTA AZ 85635|1590||PASEO SAN LUIS|||SIERRA VISTA|AZ|85635||31.5383|-110.254|040030017032008|10-1-04-2-3441|7685|0101000020E6100000000000A044905BC000000060CC893F40|0|0,,
19946|1763 PASEO SAN LUIS SIERRA VISTA AZ 85635|1763||PASEO SAN LUIS|||SIERRA VISTA|AZ|85635||31.5367|-110.254|040030017032010|10-1-04-2-6506|7686|0101000020E61000000000000049905BC0000000A065893F40|0|0,,
20971|1843 PASEO SAN LUIS SIERRA VISTA AZ 85635|1843||PASEO SAN LUIS|||SIERRA VISTA|AZ|85635||31.5353|-110.255|040030017032010|10-1-04-2-7429|7687|0101000020E6100000000000A04F905BC0000000C008893F40|0|0,,
16547|1951 S FRONTAGE RD SIERRA VISTA AZ 85635|1951|S|FRONTAGE|RD||SIERRA VISTA|AZ|85635||31.5342|-110.257|040030017032024|10-1-04-2-3447|7688|0101000020E61000000000004071905BC0000000A0BE883F40|0|0,,
17128|S FRONTAGE RD SIERRA VISTA AZ 85635|0|S|FRONTAGE|RD||SIERRA VISTA|AZ|85635||31.5345|-110.257|040030017032024|10-1-04-2-3970|7689|0101000020E61000000000004071905BC0000000C0D1883F40|0|0,,
18076|2151 S HWY 92 SIERRA VISTA AZ 85635|2151|S|HWY 92|||SIERRA VISTA|AZ|85635||31.53|-110.257|040030017032026|10-1-04-2-4823|7690|0101000020E61000000000004077905BC0000000C0AB873F40|0|0,,
14837|1840 E BENSON HWY TUCSON AZ 85714|1840|E|BENSON|HWY||TUCSON|AZ|85714|5843|31.5327|-110.256|040030017032027|10-1-04-2-1908|7691|0101000020E61000000000008068905BC0000000C061883F40|0|0,,
19630|4127 AVENIDA COCHISE SIERRA VISTA AZ 85635|4127||AVENIDA COCHISE|||SIERRA VISTA|AZ|85635||31.5328|-110.256|040030017032027|10-1-04-2-6221|7692|0101000020E61000000000004066905BC00000006066883F40|0|0,,
15419|905 EL CAMINO REAL SIERRA VISTA AZ 85635|905||EL CAMINO REAL|||SIERRA VISTA|AZ|85635|2972|31.5462|-110.27|040030018001004|10-1-04-2-2431|7693|0101000020E61000000000000045915BC0000000C0D38B3F40|0|0,,
14085|1045 S LENZNER SIERRA VISTA AZ 85635|1045|S|LENZNER|||SIERRA VISTA|AZ|85635|2972|31.5435|-110.283|040030018002000|10-1-04-2-1230|7694|0101000020E61000000000000019925BC000000060208B3F40|0|0,,
15331|1313 S LENZNER SIERRA VISTA AZ 85635|1313|S|LENZNER|||SIERRA VISTA|AZ|85635|2972|31.5406|-110.283|040030018002000|10-1-04-2-2352|7695|0101000020E61000000000000019925BC0000000C0618A3F40|0|0,,
23440|1902 S HWY 92 HWY SIERRA VISTA AZ 85635|1902|S|HWY 92|HWY||SIERRA VISTA|AZ|85635||31.5345|-110.257|040030018003008|10-1-04-2-9651|7696|0101000020E6100000000000407A905BC000000080D5883F40|0|0,,
13700|3399 RODEO DR SIERRA VISTA AZ 85635|3399||RODEO|DR||SIERRA VISTA|AZ|85635||31.5286|-110.264|040030018003026|10-1-04-2-10198|7697|0101000020E610000000000000E9905BC00000002054873F40|0|0,,
13952|3228 S ANDREWS SIERRA VISTA AZ 85635|3228|S|ANDREWS|||SIERRA VISTA|AZ|85635|2972|31.5101|-110.266|040030019001000|10-1-04-2-1110|7698|0101000020E61000000000004006915BC00000004097823F40|0|0,,
19186|4817 S APACHE AVE SIERRA VISTA AZ 85650|4817|S|APACHE|AVE||SIERRA VISTA|AZ|85650||31.4814|-110.266|040030019002002|10-1-04-2-5822|7699|0101000020E6100000000000C006915BC0000000603C7B3F40|0|0,,
17513|3455 CANYON DE FLORES SIERRA VISTA AZ 85650|3455||CANYON DE FLORES|||SIERRA VISTA|AZ|85650||31.5067|-110.256|040030020012057|10-1-04-2-4316|7700|0101000020E61000000000006065905BC0000000C0B9813F40|0|0,,
13772|DE FLORES & AZ 92 HWY SIERRA VISTA AZ 85650|0||DE FLORES & AZ 92|HWY||SIERRA VISTA|AZ|85650||31.5043|-110.257|040030020012061|10-1-04-2-10262|7701|0101000020E6100000000000E078905BC0000000001C813F40|0|0,,
19187|5019 THUMA RD SIERRA VISTA AZ 85650|5019||THUMA|RD||SIERRA VISTA|AZ|85650||31.4782|-110.19|040030020021018|10-1-04-2-5823|7702|0101000020E610000000000020268C5BC0000000406E7A3F40|0|0,,
18705|5148 CORONADO SCHOOL DR SIERRA VISTA AZ 85650|5148||CORONADO SCHOOL|DR||SIERRA VISTA|AZ|85650|38|31.4765|-110.193|040030020021030|10-1-04-2-539|7703|0101000020E6100000000000005B8C5BC000000040FC793F40|0|0,,
20380|9224 E HIGHWAY 92 PALOMINAS AZ 85615|9224|E|HIGHWAY 92|||PALOMINAS|AZ|85615||31.3799|-110.155|040030021001017|10-1-04-2-6898|7704|0101000020E6100000000000A0F1895BC00000002042613F40|0|0,,
19407|9695 E STATE HIGHWAY 92 HEREFORD AZ 85615|9695|E|STATE HIGHWAY 92|||HEREFORD|AZ|85615||31.38|-110.146|040030021001020|10-1-04-2-6020|7705|0101000020E61000000000008055895BC0000000A045613F40|0|0,,
14638|10385 E HWY 92 HEREFORD AZ 85615|10385|E|HWY 92|||HEREFORD|AZ|85615|38|31.38|-110.123|040030021001026|10-1-04-2-1729|7706|0101000020E610000000000000E4875BC0000000E048613F40|0|0,,
15858|10391 E HWY 92 HWY HEREFORD AZ 85615|10391|E|HWY 92|HWY||HEREFORD|AZ|85615||31.38|-110.123|040030021001026|10-1-04-2-2827|7707|0101000020E610000000000000E0875BC0000000E048613F40|0|0,,
19405|9903 S PALOMINAS RD HEREFORD AZ 85615|9903|S|PALOMINAS|RD||HEREFORD|AZ|85615||31.3891|-110.122|040030021001027|10-1-04-2-6019|7708|0101000020E6100000000000E0D3875BC0000000E098633F40|0|0,,
15391|6849 E HWY 92 HEREFORD AZ 85615|6849|E|HWY 92|||HEREFORD|AZ|85615||31.4473|-110.257|040030021002025|10-1-04-2-2406|7709|0101000020E61000000000008073905BC0000000A084723F40|0|0,,
20084|4101 E MONTEZUMA CANYON RD HEREFORD AZ 85615|4101|E|MONTEZUMA CANYON|RD||HEREFORD|AZ|85615||31.3461|-110.253|040030021003063|10-1-04-2-6630|7710|0101000020E6100000000000A032905BC0000000C09B583F40|0|0,,
19404|9596 E STATE HIGHWAY 92 HEREFORD AZ 85615|9596|E|STATE HIGHWAY 92|||HEREFORD|AZ|85615||31.3951|-110.236|040030021003064|10-1-04-2-6018|7711|0101000020E6100000000000C0188F5BC00000002023653F40|0|0,,
19403|10202 S STATE HIGHWAY 92 HEREFORD AZ 85615|10202|S|STATE HIGHWAY 92|||HEREFORD|AZ|85615||31.3855|-110.226|040030021003067|10-1-04-2-6017|7712|0101000020E6100000000000E07C8E5BC000000080AD623F40|0|0,,
19168|3200 W MOUNTAIN AVE FLAGSTAFF AZ 86001|3200|W|MOUNTAIN|AVE||FLAGSTAFF|AZ|86001||35.238|-111.67|040050001001000|10-1-04-2-5806|7713|0101000020E610000000000040DEEA5BC0000000C0759E4140|0|0,,
21580|600 N THORPE RD FLAGSTAFF AZ 86001|600|N|THORPE|RD||FLAGSTAFF|AZ|86001||35.208|-111.658|040050001002011|10-1-04-2-7978|7714|0101000020E61000000000006018EA5BC0000000409F9A4140|0|0,,
17816|2230 N FT VALLEY RD FLAGSTAFF AZ 86001|2230|N|FT VALLEY|RD||FLAGSTAFF|AZ|86001|1232|35.234|-111.664|040050002001013|10-1-04-2-459|7715|0101000020E61000000000008079EA5BC0000000E0F39D4140|0|0,,
21211|2340 N FORT VALLEY RD FLAGSTAFF AZ 86001|2340|N|FORT VALLEY|RD||FLAGSTAFF|AZ|86001||35.2232|-111.655|040050002001029|10-1-04-2-7645|7716|0101000020E610000000000000F0E95BC000000060919C4140|0|0,,
21473|2300 N FORT VALLEY RD FLAGSTAFF AZ 86001|2300|N|FORT VALLEY|RD||FLAGSTAFF|AZ|86001||35.2229|-111.655|040050002001029|10-1-04-2-7881|7717|0101000020E610000000000000E8E95BC000000080879C4140|0|0,,
21496|2500 N FORT VALLEY RD FLAGSTAFF AZ 86001|2500|N|FORT VALLEY|RD||FLAGSTAFF|AZ|86001||35.2244|-111.657|040050002001031|10-1-04-2-7901|7718|0101000020E6100000000000000AEA5BC000000080B89C4140|0|0,,
22416|306 W CEDAR AVE FLAGSTAFF AZ 86001|306|W|CEDAR|AVE||FLAGSTAFF|AZ|86001|1413|35.2133|-111.647|040050002001061|10-1-04-2-873|7719|0101000020E6100000000000A06BE95BC0000000804C9B4140|0|0,,
22427|306 W CEDAR AVE FLAGSTAFF AZ 86001|306|W|CEDAR|AVE||FLAGSTAFF|AZ|86001||35.2133|-111.647|040050002001061|10-1-04-2-874|7720|0101000020E6100000000000A06BE95BC0000000804C9B4140|0|0,,
23521|1800 N FT VALLEY RD FLAGSTAFF AZ 86001|1800|N|FT VALLEY|RD||FLAGSTAFF|AZ|86001||35.2173|-111.65|040050002001061|10-1-04-2-9724|7721|0101000020E610000000000080A1E95BC000000000D19B4140|0|0,,
18315|107 E OAK ST FLAGSTAFF AZ 86001|107|E|OAK|ST||FLAGSTAFF|AZ|86001||35.212|-111.642|040050002001069|10-1-04-2-5038|7722|0101000020E61000000000004014E95BC000000040249B4140|0|0,,
14453|850 N LOCUST FLAGSTAFF AZ 86001|850|N|LOCUST|||FLAGSTAFF|AZ|86001||35.2011|-111.632|040050002002000|10-1-04-2-1562|7723|0101000020E6100000000000A076E85BC0000000E0BC994140|0|0,,
15139|1700 N GEMINI RD FLAGSTAFF AZ 86001|1700|N|GEMINI|RD||FLAGSTAFF|AZ|86001||35.208|-111.635|040050002002000|10-1-04-2-218|7724|0101000020E610000000000040A8E85BC000000020A09A4140|0|0,,
16810|460 N SWITZER CANYON DR FLAGSTAFF AZ 86001|460|N|SWITZER CANYON|DR||FLAGSTAFF|AZ|86001||35.1977|-111.635|040050002002000|10-1-04-2-3684|7725|0101000020E6100000000000C0AAE85BC0000000204E994140|0|0,,
18651|560 N SWITZER CANYON FLAGSTAFF AZ 86001|560|N|SWITZER|CANYON||FLAGSTAFF|AZ|86001||35.1992|-111.636|040050002002000|10-1-04-2-5340|7726|0101000020E610000000000040B9E85BC0000000007E994140|0|0,,
23067|1560 E ROUTE 66 RTE FLAGSTAFF AZ 86001|1560|E|ROUTE 66|RTE||FLAGSTAFF|AZ|86001||35.1946|-111.63|040050002002000|10-1-04-2-9315|7727|0101000020E61000000000008056E85BC0000000E0E9984140|0|0,,
23402|1426 E ROUTE 66 RTE FLAGSTAFF AZ 86001|1426|E|ROUTE 66|RTE||FLAGSTAFF|AZ|86001||35.194|-111.633|040050002002000|10-1-04-2-9617|7728|0101000020E6100000000000E07CE85BC000000080D5984140|0|0,,
16420|1485 N TURQUOISE DR EAST FLAGSTAFF AZ 86001|1485|N|TURQUOISE|DR||EAST FLAGSTAFF|AZ|86001||35.2104|-111.64|040050002002016|10-1-04-2-3332|7729|0101000020E610000000000020F5E85BC0000000E0EC9A4140|0|0,,
18793|1485 N TURQUOISE DR FLAGSTAFF AZ 86001|1485|N|TURQUOISE|DR||FLAGSTAFF|AZ|86001||35.2104|-111.64|040050002002016|10-1-04-2-5469|7730|0101000020E610000000000020F5E85BC0000000E0EC9A4140|0|0,,
17097|77 W FOREST AVE FLAGSTAFF AZ 86001|77|W|FOREST|AVE||FLAGSTAFF|AZ|86001||35.2107|-111.644|040050002002022|10-1-04-2-3942|7731|0101000020E6100000000000E030E95BC000000060F99A4140|0|0,,
16285|1200 N BEAVER ST FLAGSTAFF AZ 86001|1200|N|BEAVER|ST||FLAGSTAFF|AZ|86001||35.2086|-111.645|040050002002028|10-1-04-2-3210|7732|0101000020E6100000000000804AE95BC000000000B59A4140|0|0,,
18556|1200 N BEAVER ST FLAGSTAFF AZ 86001|1200|N|BEAVER|ST||FLAGSTAFF|AZ|86001||35.2086|-111.645|040050002002028|10-1-04-2-5255|7733|0101000020E6100000000000804AE95BC000000000B59A4140|0|0,,
17299|1215 N BEAVER ST FLAGSTAFF AZ 86001|1215|N|BEAVER|ST||FLAGSTAFF|AZ|86001||35.2078|-111.646|040050002002036|10-1-04-2-4123|7734|0101000020E61000000000008052E95BC000000000999A4140|0|0,,
17220|1000 N HUMPHREYS ST FLAGSTAFF AZ 86001|1000|N|HUMPHREYS|ST||FLAGSTAFF|AZ|86001||35.207|-111.647|040050002002040|10-1-04-2-4052|7735|0101000020E6100000000000A06BE95BC000000040809A4140|0|0,,
18358|1000 N HUMPHREYS ST FLAGSTAFF AZ 86001|1000|N|HUMPHREYS|ST||FLAGSTAFF|AZ|86001||35.207|-111.647|040050002002040|10-1-04-2-5077|7736|0101000020E6100000000000A06BE95BC000000040809A4140|0|0,,
18708|900 N SAN FRANCISCO ST FLAGSTAFF AZ 86001|900|N|SAN FRANCISCO|ST||FLAGSTAFF|AZ|86001||35.2058|-111.644|040050002002045|10-1-04-2-5392|7737|0101000020E61000000000008038E95BC000000040569A4140|0|0,,
18722|1020 N SAN FRANCISCO ST FLAGSTAFF AZ 86001|1020|N|SAN FRANCISCO|ST||FLAGSTAFF|AZ|86001||35.2064|-111.644|040050002002045|10-1-04-2-5404|7738|0101000020E61000000000006033E95BC0000000406C9A4140|0|0,,
16746|1050 N SAN FRANCISCO ST FLAGSTAFF AZ 86001|1050|N|SAN FRANCISCO|ST||FLAGSTAFF|AZ|86001||35.2073|-111.643|040050002002047|10-1-04-2-3626|7739|0101000020E6100000000000E02AE95BC000000060899A4140|0|0,,
14454|1000 E APPALACHIAN RD FLAGSTAFF AZ 86004|1000|E|APPALACHIAN|RD||FLAGSTAFF|AZ|86004|1775|35.225|-111.624|040050003001003|10-1-04-2-1563|7740|0101000020E6100000000000C0F1E75BC000000000CE9C4140|0|0,,
14478|3323 N 4TH ST FLAGSTAFF AZ 86004|3323|N|4TH|ST||FLAGSTAFF|AZ|86004||35.2206|-111.614|040050003001008|10-1-04-2-1585|7741|0101000020E61000000000000045E75BC0000000203B9C4140|0|0,,
15468|3401 N 4TH ST FLAGSTAFF AZ 86004|3401|N|4TH|ST||FLAGSTAFF|AZ|86004||35.2221|-111.614|040050003001016|10-1-04-2-2476|7742|0101000020E61000000000008045E75BC0000000006E9C4140|0|0,,
17168|1500 E CEDAR AVE FLAGSTAFF AZ 86004|1500|E|CEDAR|AVE||FLAGSTAFF|AZ|86004||35.218|-111.621|040050003001025|10-1-04-2-4005|7743|0101000020E6100000000000C0BCE75BC000000000E99B4140|0|0,,
21124|1500 E CEDAR AVE FLAGSTAFF AZ 86004|1500|E|CEDAR|AVE||FLAGSTAFF|AZ|86004||35.218|-111.621|040050003001025|10-1-04-2-7567|7744|0101000020E6100000000000C0BCE75BC000000000E99B4140|0|0,,
16841|1515 E CEDAR AVE FLAGSTAFF AZ 86004|1515|E|CEDAR|AVE||FLAGSTAFF|AZ|86004||35.218|-111.621|040050003002007|10-1-04-2-3711|7745|0101000020E6100000000000E0C1E75BC000000040E79B4140|0|0,,
18159|1515 E CEDAR AVE FLAGSTAFF AZ 86004|1515|E|CEDAR|AVE||FLAGSTAFF|AZ|86004||35.218|-111.621|040050003002007|10-1-04-2-4899|7746|0101000020E6100000000000E0C1E75BC000000040E79B4140|0|0,,
21090|1515 E CEDAR AVE FLAGSTAFF AZ 86004|1515|E|CEDAR|AVE||FLAGSTAFF|AZ|86004||35.218|-111.621|040050003002007|10-1-04-2-7536|7747|0101000020E6100000000000E0C1E75BC000000040E79B4140|0|0,,
21583|2403 N IZABEL ST FLAGSTAFF AZ 86004|2403|N|IZABEL|ST||FLAGSTAFF|AZ|86004||35.2138|-111.622|040050003002008|10-1-04-2-7980|7748|0101000020E610000000000000D7E75BC0000000805C9B4140|0|0,,
17162|809 N NAVAJO PAGE AZ 86040|809|N|NAVAJO|||PAGE|AZ|86040||35.216|-111.623|040050003002009|10-1-04-2-400|7749|0101000020E6100000000000C0E4E75BC000000080A69B4140|0|0,,
18238|2801 N IZABEL ST FLAGSTAFF AZ 86004|2801|N|IZABEL|ST||FLAGSTAFF|AZ|86004|3413|35.2165|-111.623|040050003002009|10-1-04-2-497|7750|0101000020E610000000000040D8E75BC000000040B69B4140|0|0,,
15440|2300 E 6TH AVE FLAGSTAFF AZ 86004|2300|E|6TH|AVE||FLAGSTAFF|AZ|86004|4247|35.2108|-111.616|040050003002018|10-1-04-2-2450|7751|0101000020E6100000000000C069E75BC000000060FA9A4140|0|0,,
16337|2500 N ROSE ST FLAGSTAFF AZ 86004|2500|N|ROSE|ST||FLAGSTAFF|AZ|86004||35.2135|-111.615|040050003002021|10-1-04-2-3258|7752|0101000020E61000000000008062E75BC000000040559B4140|0|0,,
20582|2705 N 4TH ST FLAGSTAFF AZ 86004|2705|N|4TH|ST||FLAGSTAFF|AZ|86004||35.2146|-111.614|040050003002023|10-1-04-2-7079|7753|0101000020E61000000000000044E75BC000000020779B4140|0|0,,
20762|2717 N 4TH ST FLAGSTAFF AZ 86004|2717|N|4TH|ST||FLAGSTAFF|AZ|86004||35.215|-111.614|040050003002023|10-1-04-2-7240|7754|0101000020E61000000000000044E75BC000000020859B4140|0|0,,
20951|2705 N 4TH ST FLAGSTAFF AZ 86004|2705|N|4TH|ST||FLAGSTAFF|AZ|86004||35.2146|-111.614|040050003002023|10-1-04-2-7410|7755|0101000020E61000000000000044E75BC000000020779B4140|0|0,,
21180|2705 N 4TH ST FLAGSTAFF AZ 86004|2705|N|4TH|ST||FLAGSTAFF|AZ|86004||35.2146|-111.614|040050003002023|10-1-04-2-7617|7756|0101000020E61000000000000044E75BC000000020779B4140|0|0,,
20524|2304 N 3RD ST FLAGSTAFF AZ 86004|2304|N|3RD|ST||FLAGSTAFF|AZ|86004|3605|35.2111|-111.615|040050003002036|10-1-04-2-7026|7757|0101000020E61000000000004056E75BC000000060059B4140|0|0,,
21475|2304 N 3RD ST FLAGSTAFF AZ 86004|2304|N|3RD|ST||FLAGSTAFF|AZ|86004||35.2111|-111.615|040050003002036|10-1-04-2-7883|7758|0101000020E61000000000004056E75BC000000060059B4140|0|0,,
17676|2101 N 4TH ST FLAGSTAFF AZ 86004|2101|N|4TH|ST||FLAGSTAFF|AZ|86004||35.2091|-111.614|040050003003021|10-1-04-2-4463|7759|0101000020E6100000000000A043E75BC000000020C49A4140|0|0,,
14731|2016 N FIRST ST FLAGSTAFF AZ 86004|2016|N|FIRST|ST||FLAGSTAFF|AZ|86004||35.2079|-111.617|040050003003026|10-1-04-2-1812|7760|0101000020E6100000000000E07CE75BC0000000609D9A4140|0|0,,
15304|2016 N FIRST ST FLAGSTAFF AZ 86004|2016|N|FIRST|ST||FLAGSTAFF|AZ|86004||35.2084|-111.617|040050003003026|10-1-04-2-2328|7761|0101000020E61000000000004078E75BC0000000E0AD9A4140|0|0,,
19165|2230 E SPRUCE AVE FLAGSTAFF AZ 86001|2230|E|SPRUCE|AVE||FLAGSTAFF|AZ|86001||35.2044|-111.616|040050003004020|10-1-04-2-5803|7762|0101000020E61000000000006071E75BC0000000202B9A4140|0|0,,
20343|3000 N FOURTH ST FLAGSTAFF AZ 86004|3000|N|FOURTH|ST||FLAGSTAFF|AZ|86004||35.2175|-111.613|040050004003005|10-1-04-2-6864|7763|0101000020E61000000000006043E75BC000000020D89B4140|0|0,,
16029|3000 N 4TH ST FLAGSTAFF AZ 86004|3000|N|4TH|ST||FLAGSTAFF|AZ|86004|1831|35.2169|-111.613|040050004003006|10-1-04-2-2981|7764|0101000020E61000000000002043E75BC000000060C29B4140|0|0,,
16340|2920 N 4TH ST FLAGSTAFF AZ 86004|2920|N|4TH|ST||FLAGSTAFF|AZ|86004||35.2165|-111.613|040050004003006|10-1-04-2-3260|7765|0101000020E61000000000004043E75BC000000000B69B4140|0|0,,
16914|2625 N KING ST FLAGSTAFF AZ 86004|2625|N|KING|ST||FLAGSTAFF|AZ|86004||35.2142|-111.611|040050004003011|10-1-04-2-3778|7766|0101000020E6100000000000C015E75BC0000000A06A9B4140|0|0,,
21495|2625 N KING ST FLAGSTAFF AZ 86004|2625|N|KING|ST||FLAGSTAFF|AZ|86004||35.2142|-111.611|040050004003011|10-1-04-2-7900|7767|0101000020E6100000000000C015E75BC0000000A06A9B4140|0|0,,
17990|2603 E 7TH AVE FLAGSTAFF AZ 86004|2603|E|7TH|AVE||FLAGSTAFF|AZ|86004||35.2116|-111.61|040050004003024|10-1-04-2-4746|7768|0101000020E6100000000000E006E75BC000000080159B4140|0|0,,
15640|RTE 77 & ROUTE 15   INDIAN WELLS AZ 86031|0||RTE 77 & ROUTE 15|||INDIAN WELLS|AZ|86031||35.2096|-111.61|040050004003027|10-1-04-2-2630|7769|0101000020E6100000000000E00BE75BC000000080D59A4140|0|0,,
15695|MP 31.2   HWY 77   WHITE CONE AZ 86031|MP 31.2||HWY 77|||WHITE CONE|AZ|86031||35.2096|-111.61|040050004003027|10-1-04-2-2680|7770|0101000020E6100000000000E00BE75BC000000080D59A4140|0|0,,
19394|1 PARK RD PETRIFIED FOREST AZ 86028|1||PARK|RD||PETRIFIED FOREST|AZ|86028||35.2096|-111.61|040050004003027|10-1-04-2-6009|7771|0101000020E6100000000000E00BE75BC000000080D59A4140|0|0,,
