id|address|bldgnbr|predir|streetname|streettype|suffdir|city|state_code|zip5|zip4|latitude|longitude|fullfipsid|objectid|gid|geom|cty_rural|blk_rural,,
15769|2702 E FLOWER ST PHOENIX AZ 85016|2702|E|FLOWER|ST||PHOENIX|AZ|85016|7498|33.4856|-112.022|040131108022015|10-1-04-2-2747|10416|0101000020E61000000000000069015CC0000000E028BE4040|0|0,,
22787|3214 E INDIAN SCHOOL RD PHOENIX AZ 85018|3214|E|INDIAN SCHOOL|RD||PHOENIX|AZ|85018||33.4952|-112.012|040131109011005|10-1-04-2-9063|10417|0101000020E610000000000080C8005CC00000000064BF4040|0|0,,
14448|3501 E OSBORN RD PHOENIX AZ 85018|3501|E|OSBORN|RD||PHOENIX|AZ|85018|5767|33.4878|-112.005|040131109011010|10-1-04-2-1558|10418|0101000020E6100000000000E057005CC0000000C071BE4040|0|0,,
16861|3120 N 32ND ST PHOENIX AZ 85018|3120|N|32ND|ST||PHOENIX|AZ|85018||33.4846|-112.013|040131109012004|10-1-04-2-373|10419|0101000020E6100000000000E0D3005CC00000000009BE4040|0|0,,
18435|3550 E PINCHOT AVE PHOENIX AZ 85018|3550|E|PINCHOT|AVE||PHOENIX|AZ|85018||33.4823|-112.006|040131109012008|10-1-04-2-5146|10420|0101000020E6100000000000405A005CC0000000E0BCBD4040|0|0,,
18688|3301 E PINCHOT AVE PHOENIX AZ 85018|3301|E|PINCHOT|AVE||PHOENIX|AZ|85018||33.4823|-112.01|040131109012010|10-1-04-2-5374|10421|0101000020E6100000000000A0AA005CC0000000C0BBBD4040|0|0,,
18691|3249 E PINCHOT AVE PHOENIX AZ 85018|3249|E|PINCHOT|AVE||PHOENIX|AZ|85018||33.4823|-112.012|040131109012010|10-1-04-2-5377|10422|0101000020E610000000000080C0005CC0000000E0BBBD4040|0|0,,
16863|4018 N 40TH ST PHOENIX AZ 85018|4018|N|40TH|ST||PHOENIX|AZ|85018||33.4937|-111.995|040131109022000|10-1-04-2-3731|10423|0101000020E610000000000020B6FF5BC00000004032BF4040|0|0,,
15902|3811 N 44TH ST PHOENIX AZ 85018|3811|N|44TH|ST||PHOENIX|AZ|85018|5489|33.4921|-111.987|040131110002006|10-1-04-2-2867|10424|0101000020E6100000000000002AFF5BC000000020FCBE4040|0|0,,
16854|3311 N 44TH ST PHOENIX AZ 85018|3311|N|44TH|ST||PHOENIX|AZ|85018||33.4866|-111.987|040131110003009|10-1-04-2-3723|10425|0101000020E6100000000000802AFF5BC00000000049BE4040|0|0,,
20823|2910 N 44TH ST PHOENIX AZ 85018|2910|N|44TH|ST||PHOENIX|AZ|85018||33.4808|-111.987|040131110003014|10-1-04-2-7296|10426|0101000020E6100000000000C02BFF5BC0000000408BBD4040|0|0,,
21111|2910 N 44TH ST PHOENIX AZ 85018|2910|N|44TH|ST||PHOENIX|AZ|85018||33.4808|-111.987|040131110003014|10-1-04-2-7555|10427|0101000020E6100000000000C02BFF5BC0000000408BBD4040|0|0,,
21130|2910 N 44TH ST PHOENIX AZ 85018|2910|N|44TH|ST||PHOENIX|AZ|85018||33.4808|-111.987|040131110003014|10-1-04-2-7572|10428|0101000020E6100000000000C02BFF5BC0000000408BBD4040|0|0,,
21158|2910 N 44TH ST PHOENIX AZ 85018|2910|N|44TH|ST||PHOENIX|AZ|85018||33.4808|-111.987|040131110003014|10-1-04-2-7598|10429|0101000020E6100000000000C02BFF5BC0000000408BBD4040|0|0,,
22428|2910 N 44TH ST PHOENIX AZ 85018|2910|N|44TH|ST||PHOENIX|AZ|85018||33.4808|-111.987|040131110003014|10-1-04-2-8740|10430|0101000020E6100000000000C02BFF5BC0000000408BBD4040|0|0,,
22426|2929 N 44TH ST PHOENIX AZ 85018|2929|N|44TH|ST||PHOENIX|AZ|85018||33.4811|-111.987|040131110004014|10-1-04-2-8739|10431|0101000020E6100000000000A02AFF5BC0000000A095BD4040|0|0,,
14173|4703 E INDIAN SCHOOL RD PHOENIX AZ 85018|4703|E|INDIAN SCHOOL|RD||PHOENIX|AZ|85018|5497|33.4947|-111.982|040131110005000|10-1-04-2-131|10432|0101000020E6100000000000C0D1FE5BC00000002052BF4040|0|0,,
15267|4610 E OSBORN RD PHOENIX AZ 85018|4610|E|OSBORN|RD||PHOENIX|AZ|85018|6018|33.4875|-111.982|040131110005009|10-1-04-2-2295|10433|0101000020E6100000000000C0DAFE5BC0000000C065BE4040|0|0,,
14012|5402 E OSBORN RD PHOENIX AZ 85018|5402|E|OSBORN|RD||PHOENIX|AZ|85018|6199|33.4874|-111.964|040131111001022|10-1-04-2-1165|10434|0101000020E6100000000000A0B8FD5BC00000004064BE4040|0|0,,
14206|3102 N 56TH ST PHOENIX AZ 85018|3102|N|56TH|ST||PHOENIX|AZ|85018||33.4844|-111.961|040131111001024|10-1-04-2-134|10435|0101000020E61000000000002080FD5BC00000004000BE4040|0|0,,
14250|3102 N 56TH ST PHOENIX AZ 85018|3102|N|56TH|ST||PHOENIX|AZ|85018||33.4844|-111.961|040131111001024|10-1-04-2-138|10436|0101000020E6100000000000407FFD5BC000000040FFBD4040|0|0,,
14566|3102 N 56TH PHOENIX AZ 85018|3102|N|56TH|||PHOENIX|AZ|85018||33.4844|-111.961|040131111001024|10-1-04-2-1664|10437|0101000020E61000000000002080FD5BC00000004000BE4040|0|0,,
18627|5116 E THOMAS RD PHOENIX AZ 85018|5116|E|THOMAS|RD||PHOENIX|AZ|85018||33.4801|-111.971|040131111002000|10-1-04-2-5319|10438|0101000020E61000000000006023FE5BC0000000E073BD4040|0|0,,
18043|4840 E INDIAN SCHOOL RD PHOENIX AZ 85018|4840|E|INDIAN SCHOOL|RD||PHOENIX|AZ|85018||33.4946|-111.977|040131111003007|10-1-04-2-4794|10439|0101000020E6100000000000007FFE5BC0000000A04FBF4040|0|0,,
18047|4840 E INDIAN SCHOOL RD PHOENIX AZ 85018|4840|E|INDIAN SCHOOL|RD||PHOENIX|AZ|85018||33.4946|-111.977|040131111003007|10-1-04-2-4798|10440|0101000020E6100000000000007FFE5BC0000000A04FBF4040|0|0,,
18239|4840 E INDIAN SCHOOL RD PHOENIX AZ 85018|4840|E|INDIAN SCHOOL|RD||PHOENIX|AZ|85018||33.4946|-111.977|040131111003007|10-1-04-2-4970|10441|0101000020E6100000000000007FFE5BC0000000A04FBF4040|0|0,,
14614|5048 E OAK ST PHOENIX AZ 85008|5048|E|OAK|ST||PHOENIX|AZ|85008|2597|33.4728|-111.972|040131112012006|10-1-04-2-1707|10442|0101000020E6100000000000802EFE5BC00000006085BC4040|0|0,,
15144|4837 E MCDOWELL RD PHOENIX AZ 85008|4837|E|MCDOWELL|RD||PHOENIX|AZ|85008||33.4656|-111.977|040131112021005|10-1-04-2-2184|10443|0101000020E6100000000000E089FE5BC0000000A097BB4040|0|0,,
18320|4909 E MCDOWELL RD PHOENIX AZ 85008|4909|E|MCDOWELL|RD||PHOENIX|AZ|85008||33.4655|-111.976|040131112021005|10-1-04-2-5042|10444|0101000020E6100000000000C077FE5BC0000000A096BB4040|0|0,,
15725|4825 E ROOSEVELT ST PHOENIX AZ 85008|4825|E|ROOSEVELT|ST||PHOENIX|AZ|85008|5917|33.4584|-111.977|040131112021007|10-1-04-2-2707|10445|0101000020E6100000000000608EFE5BC000000060ABBA4040|0|0,,
13765|615 N 48TH ST PHOENIX AZ 85008|615|N|48TH|ST||PHOENIX|AZ|85008||33.4547|-111.978|040131112031001|10-1-04-2-10256|10446|0101000020E6100000000000609EFE5BC0000000A033BA4040|0|0,,
21081|5636 E MCDOWELL RD PHOENIX AZ 85008|5636|E|MCDOWELL|RD||PHOENIX|AZ|85008||33.4656|-111.963|040131112041000|10-1-04-2-7528|10447|0101000020E6100000000000E09AFD5BC00000008098BB4040|0|0,,
21811|5630 E MCDOWELL RD PHOENIX AZ 85008|5630|E|MCDOWELL|RD||PHOENIX|AZ|85008||33.4656|-111.963|040131112041000|10-1-04-2-8185|10448|0101000020E6100000000000609CFD5BC00000008098BB4040|0|0,,
22144|1802 N 64TH ST PHOENIX AZ 85008|1802|N|64TH|ST||PHOENIX|AZ|85008||33.4661|-111.944|040131112041000|10-1-04-2-8485|10449|0101000020E61000000000008065FC5BC0000000C0A8BB4040|0|0,,
21185|1335 N 52ND ST PHOENIX AZ 85008|1335|N|52ND|ST||PHOENIX|AZ|85008||33.4626|-111.97|040131112041033|10-1-04-2-7621|10450|0101000020E61000000000000010FE5BC00000004036BB4040|0|0,,
16145|2808 N 46TH ST PHOENIX AZ 85008|2808|N|46TH|ST||PHOENIX|AZ|85008|1504|33.4788|-111.983|040131113001000|10-1-04-2-3085|10451|0101000020E6100000000000E0E2FE5BC00000008048BD4040|0|0,,
17192|2301 N 44TH ST PHOENIX AZ 85008|2301|N|44TH|ST||PHOENIX|AZ|85008||33.4733|-111.987|040131113001000|10-1-04-2-4027|10452|0101000020E6100000000000202AFF5BC00000002094BC4040|0|0,,
13602|4445 E THOMAS RD PHOENIX AZ 85018|4445|E|THOMAS|RD||PHOENIX|AZ|85018||33.4801|-111.986|040131113001005|10-1-04-2-10109|10453|0101000020E6100000000000A013FF5BC0000000A074BD4040|0|0,,
22096|2150 N 46TH ST PHOENIX AZ 85008|2150|N|46TH|ST||PHOENIX|AZ|85008||33.4711|-111.983|040131113001007|10-1-04-2-8441|10454|0101000020E6100000000000A0E4FE5BC0000000604CBC4040|0|0,,
13769|4505 E PALM LN PHOENIX AZ 85008|4505|E|PALM|LN||PHOENIX|AZ|85008|4123|33.4693|-111.984|040131113001008|10-1-04-2-1026|10455|0101000020E6100000000000A0F3FE5BC0000000C010BC4040|0|0,,
16997|2702 N 44TH ST PHOENIX AZ 85008|2702|N|44TH|ST||PHOENIX|AZ|85008||33.4782|-111.987|040131113002000|10-1-04-2-3852|10456|0101000020E6100000000000402DFF5BC0000000C034BD4040|0|0,,
22769|2824 N 44TH ST PHOENIX AZ 85008|2824|N|44TH|ST||PHOENIX|AZ|85008|1567|33.4797|-111.987|040131113002000|10-1-04-2-9047|10457|0101000020E6100000000000A02BFF5BC0000000A065BD4040|0|0,,
14597|4041 E THOMAS RD PHOENIX AZ 85018|4041|E|THOMAS|RD||PHOENIX|AZ|85018||33.4804|-111.995|040131113002002|10-1-04-2-1692|10458|0101000020E610000000000060AAFF5BC0000000207EBD4040|0|0,,
19434|2828 N 47TH PLACE PHOENIX AZ 85008|2828|N|47TH|PLACE||PHOENIX|AZ|85008||33.4789|-111.979|040131113004012|10-1-04-2-6045|10459|0101000020E610000000000020A0FE5BC0000000604BBD4040|0|0,,
14645|2013 N 36TH ST PHOENIX AZ 85008|2013|N|36TH|ST||PHOENIX|AZ|85008|3026|33.4703|-112.004|040131114012001|10-1-04-2-1735|10460|0101000020E61000000000004045005CC00000006031BC4040|0|0,,
18891|3400 E MCDOWELL RD PHOENIX AZ 85008|3400|E|MCDOWELL|RD||PHOENIX|AZ|85008||33.4658|-112.008|040131114012014|10-1-04-2-5557|10461|0101000020E61000000000004082005CC0000000A09EBB4040|0|0,,
14596|3943 E THOMAS RD PHOENIX AZ 85018|3943|E|THOMAS|RD||PHOENIX|AZ|85018||33.4804|-111.997|040131114021000|10-1-04-2-1691|10462|0101000020E6100000000000A0CAFF5BC0000000607DBD4040|0|0,,
18276|3605 E THOMAS RD PHOENIX AZ 85018|3605|E|THOMAS|RD||PHOENIX|AZ|85018||33.4804|-112.004|040131114021000|10-1-04-2-5002|10463|0101000020E61000000000006039005CC0000000207FBD4040|0|0,,
23188|3911 E THOMAS RD PHOENIX AZ 85018|3911|E|THOMAS|RD||PHOENIX|AZ|85018||33.4804|-111.997|040131114021000|10-1-04-2-9424|10464|0101000020E610000000000040D5FF5BC0000000A07EBD4040|0|0,,
23785|3945 E THOMAS RD PHOENIX AZ 85018|3945|E|THOMAS|RD||PHOENIX|AZ|85018||33.4804|-111.997|040131114021000|10-1-04-2-9962|10465|0101000020E610000000000080C9FF5BC0000000A07EBD4040|0|0,,
19072|2802 E MCDOWELL RD PHOENIX AZ 85008|2802|E|MCDOWELL|RD||PHOENIX|AZ|85008|3617|33.4658|-112.02|040131115011001|10-1-04-2-572|10466|0101000020E61000000000002043015CC0000000609EBB4040|0|0,,
20489|2601 E THOMAS RD PHOENIX AZ 85016|2601|E|THOMAS|RD||PHOENIX|AZ|85016||33.4803|-112.025|040131115021001|10-1-04-2-6996|10467|0101000020E6100000000000C09E015CC0000000E07BBD4040|0|0,,
22093|3131 E WINDSOR AVE PHOENIX AZ 85008|3131|E|WINDSOR|AVE||PHOENIX|AZ|85008||33.4786|-112.014|040131115022014|10-1-04-2-8439|10468|0101000020E6100000000000C0E5005CC0000000E042BD4040|0|0,,
17274|2345 E THOMAS RD PHOENIX AZ 85016|2345|E|THOMAS|RD||PHOENIX|AZ|85016||33.4803|-112.031|040131116011000|10-1-04-2-4100|10469|0101000020E610000000000020F8015CC0000000407ABD4040|0|0,,
17491|2303 E THOMAS PHOENIX AZ 85016|2303|E|THOMAS|||PHOENIX|AZ|85016||33.4803|-112.032|040131116011000|10-1-04-2-4297|10470|0101000020E61000000000006010025CC0000000E079BD4040|0|0,,
18182|2850 N 24TH ST PHOENIX AZ 85008|2850|N|24TH|ST||PHOENIX|AZ|85008||33.4792|-112.03|040131116011000|10-1-04-2-4919|10471|0101000020E610000000000040EF015CC00000002055BD4040|0|0,,
15569|2140 E VIRGINIA AVE PHOENIX AZ 85006|2140|E|VIRGINIA|AVE||PHOENIX|AZ|85006|1324|33.4767|-112.035|040131116011005|10-1-04-2-2567|10472|0101000020E6100000000000A043025CC00000006003BD4040|0|0,,
13664|1616 N 24TH PLACE PHOENIX AZ 85008|1616|N|24TH|PLACE||PHOENIX|AZ|85008||33.4665|-112.03|040131116012024|10-1-04-2-10165|10473|0101000020E6100000000000E0EF015CC000000000B6BB4040|0|0,,
16356|1919 E THOMAS RD PHOENIX AZ 85016|1919|E|THOMAS|RD||PHOENIX|AZ|85016||33.4802|-112.042|040131116021000|10-1-04-2-3275|10474|0101000020E610000000000040AB025CC00000004078BD4040|0|0,,
17819|1919 E THOMAS RD PHOENIX AZ 85016|1919|E|THOMAS|RD||PHOENIX|AZ|85016||33.4802|-112.042|040131116021000|10-1-04-2-4592|10475|0101000020E610000000000040AB025CC00000004078BD4040|0|0,,
17821|1919 E THOMAS RD PHOENIX AZ 85016|1919|E|THOMAS|RD||PHOENIX|AZ|85016||33.4802|-112.042|040131116021000|10-1-04-2-4594|10476|0101000020E610000000000040AB025CC00000004078BD4040|0|0,,
17830|1919 E THOMAS RD PHOENIX AZ 85016|1919|E|THOMAS|RD||PHOENIX|AZ|85016||33.4802|-112.042|040131116021000|10-1-04-2-4601|10477|0101000020E610000000000040AB025CC00000004078BD4040|0|0,,
16501|1701 E THOMAS RD PHOENIX AZ 85016|1701|E|THOMAS|RD||PHOENIX|AZ|85016||33.4802|-112.045|040131116021002|10-1-04-2-3405|10478|0101000020E6100000000000E0E7025CC0000000A077BD4040|0|0,,
17669|1701 E THOMAS RD PHOENIX AZ 85016|1701|E|THOMAS|RD||PHOENIX|AZ|85016||33.4802|-112.045|040131116021002|10-1-04-2-4457|10479|0101000020E6100000000000E0E7025CC0000000A077BD4040|0|0,,
17935|2701 N 16TH ST PHOENIX AZ 85006|2701|N|16TH|ST||PHOENIX|AZ|85006||33.4776|-112.048|040131116021003|10-1-04-2-4697|10480|0101000020E6100000000000600C035CC00000002022BD4040|0|0,,
17814|1920 E CAMBRIDGE PHOENIX AZ 85006|1920|E|CAMBRIDGE|||PHOENIX|AZ|85006||33.4775|-112.04|040131116021004|10-1-04-2-4588|10481|0101000020E6100000000000E091025CC00000004020BD4040|0|0,,
17815|1920 E CAMBRIDGE AVE PHOENIX AZ 85006|1920|E|CAMBRIDGE|AVE||PHOENIX|AZ|85006||33.4775|-112.04|040131116021004|10-1-04-2-4589|10482|0101000020E6100000000000E091025CC00000004020BD4040|0|0,,
17824|1920 E CAMBRIDGE PHOENIX AZ 85006|1920|E|CAMBRIDGE|||PHOENIX|AZ|85006||33.4775|-112.04|040131116021004|10-1-04-2-4597|10483|0101000020E6100000000000E091025CC00000004020BD4040|0|0,,
17831|1920 E CAMBRIDGE AVE PHOENIX AZ 85006|1920|E|CAMBRIDGE|AVE||PHOENIX|AZ|85006||33.4775|-112.04|040131116021004|10-1-04-2-4602|10484|0101000020E6100000000000E091025CC00000004020BD4040|0|0,,
19480|1840 E CAMBRIDGE AVE PHOENIX AZ 85006|1840|E|CAMBRIDGE|AVE||PHOENIX|AZ|85006||33.4775|-112.042|040131116021004|10-1-04-2-6087|10485|0101000020E6100000000000E0AA025CC00000000020BD4040|0|0,,
18158|2225 N 16TH ST PHOENIX AZ 85006|2225|N|16TH|ST||PHOENIX|AZ|85006||33.4722|-112.048|040131116022002|10-1-04-2-4898|10486|0101000020E6100000000000600C035CC00000002070BC4040|0|0,,
15554|2000 N 16TH ST PHOENIX AZ 85006|2000|N|16TH|ST||PHOENIX|AZ|85006|1910|33.4699|-112.048|040131116022003|10-1-04-2-2553|10487|0101000020E6100000000000000D035CC0000000C024BC4040|0|0,,
18464|2632 N 20TH ST PHOENIX AZ 85006|2632|N|20TH|ST||PHOENIX|AZ|85006||33.4771|-112.039|040131116023000|10-1-04-2-5172|10488|0101000020E6100000000000807E025CC0000000E011BD4040|0|0,,
18465|2632 N 20TH ST PHOENIX AZ 85006|2632|N|20TH|ST||PHOENIX|AZ|85006||33.4771|-112.039|040131116023000|10-1-04-2-5173|10489|0101000020E6100000000000807E025CC0000000E011BD4040|0|0,,
16462|2320 N 20TH ST PHOENIX AZ 85004|2320|N|20TH|ST||PHOENIX|AZ|85004||33.4732|-112.039|040131116023006|10-1-04-2-3370|10490|0101000020E6100000000000A07E025CC00000002092BC4040|0|0,,
21873|1210 E VIRGINIA PHOENIX AZ 85006|1210|E|VIRGINIA|||PHOENIX|AZ|85006||33.4766|-112.056|040131117001015|10-1-04-2-8240|10491|0101000020E6100000000000C098035CC0000000E001BD4040|0|0,,
22101|1717 N 12TH ST PHOENIX AZ 85006|1717|N|12TH|ST||PHOENIX|AZ|85006||33.4669|-112.056|040131117002019|10-1-04-2-8446|10492|0101000020E6100000000000E09A035CC000000040C3BB4040|0|0,,
18131|PO BOX 20156 PHOENIX AZ 85036|0||PO BOX 20156|||PHOENIX|AZ|85036||33.4659|-112.053|040131117002026|10-1-04-2-4873|10493|0101000020E6100000000000C067035CC000000000A2BB4040|0|0,,
18563|1410 E MCDOWELL RD PHOENIX AZ 85006|1410|E|MCDOWELL|RD||PHOENIX|AZ|85006||33.4658|-112.052|040131117002028|10-1-04-2-5261|10494|0101000020E6100000000000004D035CC0000000E09FBB4040|0|0,,
17379|2033 N 7TH ST PHOENIX AZ 85006|2033|N|7TH|ST||PHOENIX|AZ|85006||33.4706|-112.065|040131117003008|10-1-04-2-4196|10495|0101000020E6100000000000202A045CC0000000003DBC4040|0|0,,
14884|915 E PALM LN PHOENIX AZ 85006|915|E|PALM|LN||PHOENIX|AZ|85006|2116|33.4694|-112.062|040131117003010|10-1-04-2-1950|10496|0101000020E610000000000000F6035CC0000000C013BC4040|0|0,,
15869|1817 N 7TH ST PHOENIX AZ 85006|1817|N|7TH|ST||PHOENIX|AZ|85006||33.4688|-112.065|040131117003020|10-1-04-2-2837|10497|0101000020E6100000000000E02A045CC00000002001BC4040|0|0,,
18811|1040 E MCDOWELL RD PHOENIX AZ 85006|1040|E|MCDOWELL|RD||PHOENIX|AZ|85006||33.4658|-112.059|040131117003022|10-1-04-2-5485|10498|0101000020E610000000000040CC035CC0000000409EBB4040|0|0,,
16308|1144 E MCDOWELL RD PHOENIX AZ 85006|1144|E|MCDOWELL|RD||PHOENIX|AZ|85006||33.4658|-112.057|040131117003024|10-1-04-2-3231|10499|0101000020E610000000000040A4035CC0000000409EBB4040|0|0,,
16959|1110 E MCDOWELL PHOENIX AZ 85006|1110|E|MCDOWELL|||PHOENIX|AZ|85006||33.4658|-112.058|040131117003024|10-1-04-2-3818|10500|0101000020E610000000000040B9035CC0000000409EBB4040|0|0,,
18670|1008 E MCDOWELL RD PHOENIX AZ 85006|1008|E|MCDOWELL|RD||PHOENIX|AZ|85006||33.4658|-112.06|040131117003025|10-1-04-2-5358|10501|0101000020E610000000000080DB035CC0000000409EBB4040|0|0,,
14101|728 E MCDOWELL RD PHOENIX AZ 85006|728|E|MCDOWELL|RD||PHOENIX|AZ|85006||33.4657|-112.064|040131117003026|10-1-04-2-1245|10502|0101000020E6100000000000A014045CC0000000A09DBB4040|0|0,,
15213|4000 N CUMMINGS ST FLAGSTAFF AZ 86004|4000|N|CUMMINGS|ST||FLAGSTAFF|AZ|86004||33.4657|-112.064|040131117003026|10-1-04-2-2246|10503|0101000020E61000000000002013045CC0000000E09CBB4040|0|0,,
16381|926 E MCDOWELL RD PHOENIX AZ 85006|926|E|MCDOWELL|RD||PHOENIX|AZ|85006||33.4658|-112.062|040131117003026|10-1-04-2-3298|10504|0101000020E610000000000060F1035CC0000000809EBB4040|0|0,,
16748|926 E MCDOWELL RD PHOENIX AZ 85006|926|E|MCDOWELL|RD||PHOENIX|AZ|85006||33.4658|-112.062|040131117003026|10-1-04-2-3628|10505|0101000020E610000000000060F1035CC0000000809EBB4040|0|0,,
14565|1101 E THOMAS RD PHOENIX AZ 85014|1101|E|THOMAS|RD||PHOENIX|AZ|85014|5476|33.4801|-112.06|040131117004000|10-1-04-2-1663|10506|0101000020E610000000000080CF035CC00000008075BD4040|0|0,,
23293|2325 N 7TH ST PHOENIX AZ 85006|2325|N|7TH|ST||PHOENIX|AZ|85006||33.4742|-112.065|040131117004025|10-1-04-2-9519|10507|0101000020E6100000000000E029045CC000000040B1BC4040|0|0,,
16568|55 E THOMAS RD PHOENIX AZ 85012|55|E|THOMAS|RD||PHOENIX|AZ|85012||33.4802|-112.071|040131118001002|10-1-04-2-3466|10508|0101000020E6100000000000E08B045CC00000000078BD4040|0|0,,
14583|99 E VIRGINIA AVE PHOENIX AZ 85004|99|E|VIRGINIA|AVE||PHOENIX|AZ|85004||33.4766|-112.071|040131118001003|10-1-04-2-168|10509|0101000020E6100000000000408D045CC0000000C002BD4040|0|0,,
17084|2610 N 3RD ST PHOENIX AZ 85004|2610|N|3RD|ST||PHOENIX|AZ|85004||33.4769|-112.069|040131118001003|10-1-04-2-3930|10510|0101000020E61000000000002072045CC0000000200CBD4040|0|0,,
17616|2700 N 3RD ST PHOENIX AZ 85004|2700|N|3RD|ST||PHOENIX|AZ|85004||33.4781|-112.069|040131118001003|10-1-04-2-4409|10511|0101000020E61000000000002072045CC00000008031BD4040|0|0,,
18109|2620 N 3RD ST PHOENIX AZ 85004|2620|N|3RD|ST||PHOENIX|AZ|85004||33.4774|-112.069|040131118001003|10-1-04-2-4853|10512|0101000020E61000000000002072045CC0000000801ABD4040|0|0,,
17787|2601 N 3RD ST PHOENIX AZ 85004|2601|N|3RD|ST||PHOENIX|AZ|85004||33.4768|-112.069|040131118001005|10-1-04-2-4563|10513|0101000020E61000000000000071045CC00000006009BD4040|0|0,,
14116|2536 N 3RD ST PHOENIX AZ 85004|2536|N|3RD|ST||PHOENIX|AZ|85004|1308|33.4763|-112.069|040131118001007|10-1-04-2-1259|10514|0101000020E61000000000008071045CC000000020F6BC4040|0|0,,
14118|2536 N 3RD ST PHOENIX AZ 85004|2536|N|3RD|ST||PHOENIX|AZ|85004|1308|33.4763|-112.069|040131118001007|10-1-04-2-1260|10515|0101000020E61000000000008071045CC000000020F6BC4040|0|0,,
17937|333 E VIRGINIA AVE PHOENIX AZ 85004|333|E|VIRGINIA|AVE||PHOENIX|AZ|85004||33.4766|-112.068|040131118001007|10-1-04-2-4699|10516|0101000020E61000000000002058045CC0000000A000BD4040|0|0,,
14824|99 E VIRGINIA AVE PHOENIX AZ 85004|99|E|VIRGINIA|AVE||PHOENIX|AZ|85004||33.4766|-112.071|040131118001008|10-1-04-2-1897|10517|0101000020E61000000000006089045CC00000004001BD4040|0|0,,
17028|99 E VIRGINIA AVE PHOENIX AZ 85004|99|E|VIRGINIA|AVE||PHOENIX|AZ|85004||33.4766|-112.071|040131118001008|10-1-04-2-3880|10518|0101000020E6100000000000808B045CC00000006001BD4040|0|0,,
18312|2302 N 7TH ST PHOENIX AZ 85006|2302|N|7TH|ST||PHOENIX|AZ|85006||33.4733|-112.065|040131118001012|10-1-04-2-5035|10519|0101000020E6100000000000002B045CC00000002094BC4040|0|0,,
16237|2214 N CENTRAL AVE PHOENIX AZ 85003|2214|N|CENTRAL|AVE||PHOENIX|AZ|85003||33.472|-112.074|040131118002000|10-1-04-2-3168|10520|0101000020E610000000000080BB045CC0000000C06BBC4040|0|0,,
20817|2200 N CENTRAL AVE PHOENIX AZ 85004|2200|N|CENTRAL|AVE||PHOENIX|AZ|85004||33.4721|-112.074|040131118002000|10-1-04-2-7290|10521|0101000020E6100000000000A0BB045CC0000000206FBC4040|0|0,,
20880|2200 N CENTRAL AVE PHOENIX AZ 85004|2200|N|CENTRAL|AVE||PHOENIX|AZ|85004||33.4721|-112.074|040131118002000|10-1-04-2-7347|10522|0101000020E6100000000000A0BB045CC0000000206FBC4040|0|0,,
20903|2214 N CENTRAL AVE PHOENIX AZ 85004|2214|N|CENTRAL|AVE||PHOENIX|AZ|85004||33.472|-112.074|040131118002000|10-1-04-2-7368|10523|0101000020E610000000000080BB045CC0000000C06BBC4040|0|0,,
22053|2120 N CENTRAL AVE PHOENIX AZ 85005|2120|N|CENTRAL|AVE||PHOENIX|AZ|85005||33.4714|-112.074|040131118002005|10-1-04-2-8402|10524|0101000020E610000000000060BB045CC0000000E055BC4040|0|0,,
20803|2020 N CENTRAL AVE PHOENIX AZ 85004|2020|N|CENTRAL|AVE||PHOENIX|AZ|85004||33.4702|-112.074|040131118002015|10-1-04-2-7278|10525|0101000020E6100000000000A0BB045CC0000000402FBC4040|0|0,,
20810|2020 N CENTRAL AVE PHOENIX AZ 85004|2020|N|CENTRAL|AVE||PHOENIX|AZ|85004||33.4702|-112.074|040131118002015|10-1-04-2-7284|10526|0101000020E6100000000000A0BB045CC0000000402FBC4040|0|0,,
13749|149 W MCDOWELL RD PHOENIX AZ 85003|149|W|MCDOWELL|RD||PHOENIX|AZ|85003||33.4658|-112.078|040131118002024|10-1-04-2-10241|10527|0101000020E610000000000020FE045CC0000000209FBB4040|0|0,,
19471|1601 N 3RD AVE PHOENIX AZ 85003|1601|N|3RD|AVE||PHOENIX|AZ|85003||33.4661|-112.078|040131118002024|10-1-04-2-6079|10528|0101000020E61000000000004001055CC0000000E0A8BB4040|0|0,,
20718|2828 N CENTRAL AVE PHOENIX AZ 85004|2828|N|CENTRAL|AVE||PHOENIX|AZ|85004||33.48|-112.074|040131118003000|10-1-04-2-7200|10529|0101000020E610000000000060BB045CC0000000C06FBD4040|0|0,,
22864|61 W THOMAS RD PHOENIX AZ 85013|61|W|THOMAS|RD||PHOENIX|AZ|85013||33.4803|-112.077|040131118003001|10-1-04-2-9132|10530|0101000020E6100000000000C0EF045CC0000000A079BD4040|0|0,,
17151|333 W THOMAS RD PHOENIX AZ 85013|333|W|THOMAS|RD||PHOENIX|AZ|85013||33.4803|-112.08|040131118003002|10-1-04-2-3991|10531|0101000020E61000000000002018055CC0000000407ABD4040|0|0,,
13766|2700 N CENTRAL AVE PHOENIX AZ 85004|2700|N|CENTRAL|AVE||PHOENIX|AZ|85004||33.4782|-112.074|040131118003008|10-1-04-2-10257|10532|0101000020E610000000000060BB045CC0000000A036BD4040|0|0,,
23137|2530 N CENTRAL AVE PHOENIX AZ 85004|2530|N|CENTRAL|AVE||PHOENIX|AZ|85004||33.4763|-112.074|040131118003016|10-1-04-2-9379|10533|0101000020E610000000000060BB045CC0000000E0F5BC4040|0|0,,
